Scheme,NAV
Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 days) - Regular Plan-Growth,12.277
Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 dys) - Direct - Payout of IDCW,12.3088
Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 dys) - Regular - Payout of IDCW,12.277
Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days)-Regular - Payout of IDCW,12.2393
Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days) - Direct Plan-Growth,12.3023
Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days) - Regular Plan-Growth,12.2394
Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days) -Direct - Payout of IDCW,12.3035
Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) - Direct Plan-Growth,12.0508
Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) - Regular Plan-Growth,11.9909
Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) -Direct - Payout of IDCW,12.0513
Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) -Regular - Payout of IDCW,11.9905
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,10.2712
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,10.2713
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,10.2671
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,10.2671
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,10.2612
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,10.2612
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,10.2575
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,10.2575
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW,10
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,26.9371
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW,10.0702
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW,10.0702
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,27.0158
Axis Mutual Fund,
Axis Fixed Term Plan - Series 100 (1172 Days) - Direct Plan - Growth Option,12.5957
Axis Fixed Term Plan - Series 100 (1172 Days) - Direct Plan - Regular Dividend Option,9.9895
Axis Fixed Term Plan - Series 100 (1172 Days) - Regular Plan - Growth Option,12.5067
Axis Fixed Term Plan Series 100 (1172 Days) - Regular Plan - Quarterly IDCW,12.5067
Axis Fixed Term Plan Series 100 (1172 Days) - Regular Plan - Regular IDCW,12.5073
Axis Fixed Term Plan - Series 101 (1154 Days) - Direct Plan - Growth Option,12.5285
Axis Fixed Term Plan - Series 101 (1154 Days) - Regular Plan - Growth Option,12.4419
Axis Fixed Term Plan Series 101 (1154 Days) - Regular Plan - Half Yearly IDCW,12.4423
Axis Fixed Term Plan Series 101 (1154 Days) - Regular Plan - Quarterly IDCW,12.4418
Axis Fixed Term Plan Series 101 (1154 Days) - Regular Plan - Regular IDCW,12.4422
Axis Fixed Term Plan - Series 102 (1133 Days) - Direct Plan - Growth Option,12.4501
Axis Fixed Term Plan - Series 102 (1133 Days) - Regular Plan - Growth Option,12.3658
Axis Fixed Term Plan Series 102 (1133 Days) - Direct Plan - Quarterly IDCW,12.4505
Axis Fixed Term Plan Series 102 (1133 Days) - Regular Plan - Quarterly IDCW,12.3713
Axis Fixed Term Plan Series 102 (1133 Days) - Regular Plan - Regular IDCW,12.3658
Axis Fixed Term Plan - Series 104 (1112 Days) - Direct Plan - Growth Option,12.275
Axis Fixed Term Plan - Series 104 (1112 Days) - Regular Plan - Growth Option,12.1775
Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Half Yearly IDCW,12.2751
Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Quarterly IDCW,12.2788
Axis Fixed Term Plan Series 104 (1112 Days) - Direct Plan - Regular IDCW,12.2771
Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Half Yearly IDCW,12.1775
Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Quarterly IDCW,12.1775
Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan - Regular IDCW,12.1775
Axis Fixed Term Plan - Series 95 (1185 Days) - Direct Plan - Growth Option,12.8454
Axis Fixed Term Plan - Series 95 (1185 Days) - Regular Plan - Growth Option,12.6896
Axis Fixed Term Plan Series 95 (1185 Days) - Direct Plan - Quarterly IDCW,12.8499
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Half Yearly IDCW,12.7139
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Quarterly IDCW,12.6894
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Regular IDCW,12.7249
Axis Fixed Term Plan - Series 96 (1124 Days) - Direct Plan - Growth Option,11.7935
Axis Fixed Term Plan - Series 96 (1124 Days) - Regular Plan - Growth Option,11.6896
Axis Fixed Term Plan Series 96 (1124 Days) - Regular Plan - Half Yearly IDCW,11.6932
Axis Fixed Term Plan Series 96 (1124 Days) - Regular Plan - Quarterly IDCW,11.7147
Axis Fixed Term Plan Series 96 (1124 Days) - Regular Plan - Regular IDCW,11.6896
Axis Fixed Term Plan - Series 97 (1116 Days) - Direct Plan - Growth Option,12.0953
Axis Fixed Term Plan - Series 97 (1116 Days) - Regular Plan - Growth Option,12.0234
Axis Fixed Term Plan Series 97 (1116 Days) - Direct Plan - Half Yearly IDCW,12.1057
Axis Fixed Term Plan Series 97 (1116 Days) - Regular Plan - Half Yearly IDCW,12.0234
Axis Fixed Term Plan Series 97 (1116 Days) - Regular Plan - Regular IDCW,12.0549
Baroda Mutual Fund,
Baroda Fixed Maturity Plan- Series P- Direct Plan- Growth Option,12.4621
Baroda Fixed Maturity Plan- Series P- Direct Plan- IDCW Option,12.4621
Baroda Fixed Maturity Plan- Series P- Regular Plan- Growth Option,12.3572
Baroda Fixed Maturity Plan- Series P- Regular Plan- IDCW Option,12.3572
Canara Robeco Mutual Fund,
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION,12.9823
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment),12.9788
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION,12.8675
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment),12.8675
CANARA ROBECO FMP SERIES 8 - DIRECT PLAN - GROWTH OPTION,12.6654
CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - GROWTH OPTION,12.5533
CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - IDCW (Payout/Reinvestment),12.5534
DSP Mutual Fund,
DSP FMP Series - 250 - 39M - Direct Plan - Growth,12.4604
DSP FMP Series - 250 - 39M - Direct Plan - IDCW - Payout,12.4587
DSP FMP Series - 250 - 39M - Direct Plan - IDCW - Quarterly Payout,12.4593
DSP FMP Series - 250 - 39M - Regular Plan - Growth,12.3748
DSP FMP Series - 250 - 39M - Regular Plan - IDCW - Payout,12.3748
DSP FMP Series - 250 - 39M - Regular Plan - IDCW - Quarterly Payout,12.3746
DSP FMP Series - 251 - 38M - Direct Plan - Growth,12.3043
DSP FMP Series - 251 - 38M - Direct Plan - IDCW - Payout,12.303
DSP FMP Series - 251 - 38M - Regular Plan - Growth,12.2221
DSP FMP Series - 251 - 38M - Regular Plan - IDCW - Payout,12.2236
DSP FMP Series - 251 - 38M - Regular Plan - IDCW - Quarterly Payout,12.2222
DSP FMP Series - 264 - 60M - 17D - Direct - Growth,10.0582
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW,10.0582
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW,10.0553
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth,10.0553
Edelweiss Mutual Fund,
Edelweiss Fixed Maturity Plan - Series 49 - Direct Growth,11.9009
Edelweiss Fixed Maturity Plan - Series 49 - Regular Dividend,11.7919
Edelweiss Fixed Maturity Plan - Series 49 - Regular Growth,11.792
EDELWEISS FIXED MATURITY PLAN - SERIES 49-Direct Plan - IDCW Option,11.8993
Edelweiss Fixed Maturity Plan - Series 55- Regular Plan - Growth,12.5861
Edelweiss Fixed Maturity Plan - Series 55 - Direct Plan - Growth,12.7224
Edelweiss Fixed Maturity Plan - Series 55 - Regular Plan - Dividend,12.5861
EDELWEISS FIXED MATURITY PLAN - SERIES 55-Direct Plan - IDCW Option,12.7224
Franklin Templeton Mutual Fund,
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend,0
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth,0
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend,0
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct,0
Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,0
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth,0
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW,0
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth,12.7863
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct,12.9008
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW,10.2268
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW,10.2267
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth,12.6066
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct,12.6961
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW,10.9301
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW,10.8462
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW,10.3487
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW,10.2672
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth,12.3897
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct,12.4563
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW,10.7144
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW,10.354
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct,0
Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth,0
Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct,0
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct,10
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth,0
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - IDCW,0
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days - QTR Direct - IDCW,0
Franklin India Fixed Maturity Plans-Series 4 - Plan C 1098 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct,13.0772
Franklin India Fixed Maturity Plans -Series 5 Plan A (1273 days)- Growth,12.9576
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - Direct - IDCW,10.3713
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - IDCW,10.2697
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days - QTR Direct - IDCW,10.3721
Franklin India Fixed Maturity Plans-Series 5 - Plan A 1273 days -QTR - IDCW,10.2646
Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct,0
Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW,0
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW,0
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days - QTR Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan A 1224 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 2- Plan A(1224 days)- Growth- Direct,0
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan B 1224 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct,10
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Growth- Direct,0
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct,10
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 2 - Plan C 1205 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 2- Plan C(1205 days)- Growth- Direct,0
Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW,0
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct,10
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct,0
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend,10
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan B 1139 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct,10
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Growth- Direct,0
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct,10
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days - QTR Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan C 1132 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 3- Plan C (1132 days)- Growth-Direct,0
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW,0
Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth,0
Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth-Direct,0
Franklin India Fixed Maturity Plans - Series 3 - Plan F 1098 days - IDCW,0
Franklin India Fixed Maturity Plans - Series 3 Plan F (1098 days) - Growth Direct,0
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Growth,0
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend,10
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend- Direct,10
Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days )- Dividend- Direct,10
Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct,13.0874
Franklin India Fixed Maturity Plans- Series 4 Plan F (1286 days) -Growth,12.9506
Franklin India Fixed Maturity Plans-Series 4 - Plan F 1286 days - Direct - IDCW,10.2997
